amount,code,mktCap,remark,industry,priceLimit,priceHighLimit,qrr,price,daily,name,turnoverRate,id,ffCap,limitStatistic,isNewHigh
[241708158, 603128, 1.6970640168960001E10, 60日新高, 物流行业, 4.263877868652344, 13.67, 1.8179948329925537, 12.96, 2022-12-07, 华贸物流, 1.4413748979568481, 4412, 1.6970640104160002E10, {"ct":0,"days":0}, true]
[245267863, 000425, 6.26256805632E10, 60日新高, 工程机械, -1.4869887828826904, 5.92, 0.8067029118537903, 5.3, 2022-12-07, 徐工机械, 0.9528030753135681, 4413, 2.56347784556E10, {"ct":0,"days":0}, true]
[253803107, 601700, 7.0223080296E9, 60日新高, 电网设备, 10.017889022827148, 6.15, 1.978070855140686, 6.15, 2022-12-07, 风范股份, 3.656101703643799, 4414, 7.022308005E9, {"ct":1,"days":1}, true]
[254839087, 002596, 3.7525882742400002E9, 60日新高, 水泥建材, 3.4810125827789307, 3.48, 3.9711337089538574, 3.27, 2022-12-07, 海南瑞泽, 7.444659233093262, 4415, 3.40536579636E9, {"ct":0,"days":0}, true]
[255882440, 300192, 2.61998089088E9, 60日新高, 教育, 9.793103218078613, 8.7, 2.3412718772888184, 7.96, 2022-12-07, 科德教育, 15.239327430725098, 4416, 1.7159158672E9, {"ct":0,"days":0}, true]
[256652407, 001317, 3.8811396E9, 近期多次涨停, 物流行业, 10.004537582397461, 48.49, 0.9524248838424683, 48.49, 2022-12-07, 三羊马, 18.412763595581055, 4417, 1.4372436E9, {"ct":2,"days":2}, false]
[256859819, 601169, 9.176055139328E10, 60日新高, 银行, -0.4587155878543854, 4.8, 1.0536060333251953, 4.34, 2022-12-07, 北京银行, 0.2789347469806671, 4418, 9.176055174048E10, {"ct":0,"days":0}, true]
[262281129, 603860, 1.970394E9, 60日新高且近期多次涨停, 工程咨询, 10.014892578125, 29.55, 2.05902099609375, 29.55, 2022-12-07, 中公高科, 14.22860336303711, 4419, 1.970394E9, {"ct":2,"days":3}, true]
[266744549, 002565, 5.18334585792E9, 60日新高, 包装材料, 3.1645569801330566, 5.21, 1.363749623298645, 4.89, 2022-12-07, 顺灏股份, 5.212965965270996, 4420, 5.16203646042E9, {"ct":0,"days":0}, true]
[270691536, 600741, 5.946037433824E10, 60日新高, 汽车零部, 1.4523937702178955, 20.45, 1.0774928331375122, 18.86, 2022-12-07, 华域汽车, 0.45848348736763, 4421, 5.946037433824E10, {"ct":0,"days":0}, true]
[274327056, 603708, 7.3738361184E9, 60日新高, 商业百货, -1.4634146690368652, 13.53, 2.7462704181671143, 12.12, 2022-12-07, 家家悦, 3.6653361320495605, 4422, 7.3738361184E9, {"ct":0,"days":0}, true]
[274846528, 000735, 8.15271617472E9, 60日新高, 农牧饲渔, 2.6086955070495605, 7.59, 1.9443085193634033, 7.08, 2022-12-07, 罗 牛 山, 3.3816163539886475, 4423, 8.14827860772E9, {"ct":0,"days":0}, true]
[278280176, 002338, 6.204E9, 60日新高, 仪器仪表, -3.5807535648345947, 29.49, 1.7584224939346313, 25.85, 2022-12-07, 奥普光电, 4.3879804611206055, 4424, 6.2038449E9, {"ct":0,"days":0}, true]
[280371120, 603056, 2.145314159008E10, 60日新高, 物流行业, 0.4326923191547394, 22.88, 1.2533363103866577, 20.89, 2022-12-07, 德邦股份, 1.377618432044983, 4425, 2.00544E10, {"ct":0,"days":0}, true]
[280877760, 603721, 2.119E9, 近期多次涨停, 文化传媒, -3.378779172897339, 18.56, 0.9229000210762024, 16.3, 2022-12-07, 中广天择, 13.229521751403809, 4426, 2.119E9, {"ct":2,"days":4}, false]
[284925008, 600987, 8.75332113712E9, 60日新高, 纺织服装, 9.461235046386719, 8.37, 3.8957693576812744, 8.33, 2022-12-07, 航民股份, 3.918797731399536, 4427, 7.423691984940001E9, {"ct":0,"days":0}, true]
[289338304, 002654, 4.41244999488E9, 60日新高, 文化传媒, 0.584795355796814, 5.64, 1.984151840209961, 5.16, 2022-12-07, 万润科技, 7.264102935791016, 4428, 3.9435438804E9, {"ct":0,"days":0}, true]
[290486320, 002175, 5.4518536744E9, 60日新高, 仪器仪表, 2.3980815410614014, 4.59, 0.9410228729248047, 4.27, 2022-12-07, 东方智造, 5.335211753845215, 4429, 5.451821679289999E9, {"ct":0,"days":0}, true]
[300184576, 601000, 1.789630468608E10, 60日新高, 航运港口, 3.4246575832366943, 3.21, 1.5566449165344238, 3.02, 2022-12-07, 唐山港, 1.6877623796463013, 4430, 1.789630441428E10, {"ct":0,"days":0}, true]
[301742080, 002315, 5.2603914784E9, 60日新高, 互联网服, 10.03215503692627, 17.11, 3.257532835006714, 17.11, 2022-12-07, 焦点科技, 9.391287803649902, 4431, 3.2653590108199997E9, {"ct":1,"days":1}, true]
[301867952, 600787, 1.2275088856800001E10, 60日新高, 物流行业, 2.372262716293335, 6.03, 1.5468673706054688, 5.61, 2022-12-07, 中储股份, 2.505924940109253, 4432, 1.217414645502E10, {"ct":0,"days":0}, true]
[301888816, 000973, 4.7306992915199995E9, 60日新高, 塑料制品, 4.042552947998047, 5.17, 3.427410364151001, 4.89, 2022-12-07, 佛塑科技, 6.330838680267334, 4433, 4.7305858435199995E9, {"ct":0,"days":0}, true]
[302064080, 003027, 3.53823568E9, 近期多次涨停, 环保行业, 1.1355034112930298, 29.06, 0.49315741658210754, 26.72, 2022-12-07, 同兴环保, 16.93856430053711, 4434, 1.779001568E9, {"ct":5,"days":10}, false]
[302143920, 002216, 1.631765593088E10, 60日新高, 食品饮料, 2.146395206451416, 19.99, 1.0748443603515625, 18.56, 2022-12-07, 三全食品, 2.6040992736816406, 4435, 1.169568416832E10, {"ct":0,"days":0}, true]
[309302416, 600057, 2.756756942432E10, 60日新高, 物流行业, 1.8318067789077759, 13.21, 1.2946032285690308, 12.23, 2022-12-07, 厦门象屿, 1.1939637660980225, 4436, 2.612269133341E10, {"ct":0,"days":0}, true]
[314849712, 300918, 3.8772E9, 60日新高, 纺织服装, 9.897958755493164, 11.76, 2.2141342163085938, 10.77, 2022-12-07, 南山智尚, 26.743825912475586, 4437, 1.167764175E9, {"ct":0,"days":0}, true]
[321602512, 300579, 7.6167E9, 60日新高, 软件开发, 3.409090995788574, 32.74, 1.6833837032318115, 28.21, 2022-12-07, 数字认证, 4.398563861846924, 4438, 7.387379189190001E9, {"ct":0,"days":0}, true]
[328933376, 605377, 7.876406808E9, 60日新高, 造纸印刷, 8.466818809509277, 24.04, 2.983309507369995, 23.7, 2022-12-07, 华旺科技, 8.399056434631348, 4439, 3.993751938E9, {"ct":0,"days":0}, true]
[330366608, 000089, 1.618057138656E10, 60日新高, 航空机场, 2.8683180809020996, 8.44, 1.6140387058258057, 7.89, 2022-12-07, 深圳机场, 2.0474255084991455, 4440, 1.618035755967E10, {"ct":0,"days":0}, true]
[333585680, 002923, 4.9253233991E9, 60日新高, 化学制药, 9.9893159866333, 20.59, 1.0887614488601685, 20.59, 2022-12-07, 润都股份, 9.156326293945312, 4441, 3.78839128554E9, {"ct":1,"days":1}, true]
[336755408, 000923, 8.159112E9, 60日新高, 钢铁行业, 6.564364433288574, 12.9, 2.7792410850524902, 12.5, 2022-12-07, 河钢资源, 4.3152899742126465, 4442, 7.848579425E9, {"ct":0,"days":0}, true]
[336774128, 000608, 2.5497052607999997E9, 近期多次涨停, 房地产开, -10.052909851074219, 4.16, 1.34787118434906, 3.4, 2022-12-07, 阳光股份, 12.98149585723877, 4443, 2.5493263206E9, {"ct":2,"days":4}, false]
[341006512, 002868, 8.33805965505E9, 60日新高, 农药兽药, 4.990215301513672, 56.21, 1.6972986459732056, 53.65, 2022-12-07, 绿康生化, 4.209399223327637, 4444, 8.1561507997E9, {"ct":1,"days":2}, true]
[343860528, 300898, 2.8815423E9, 60日新高, 食品饮料, 4.117647171020508, 26.52, 1.2941683530807495, 23.01, 2022-12-07, 熊猫乳品, 29.29755973815918, 4445, 1.18623600264E9, {"ct":0,"days":0}, true]
[350414144, 002254, 1.558301163136E10, 60日新高, 化纤行业, -2.0768890380859375, 24.89, 1.0452585220336914, 22.16, 2022-12-07, 泰和新材, 3.656803607940674, 4446, 9.45558482256E9, {"ct":0,"days":0}, true]
[350689392, 002410, 6.709391867904E10, 60日新高, 软件开发, -0.3185840845108032, 62.15, 0.7845852971076965, 56.32, 2022-12-07, 广联达, 0.6317852735519409, 4447, 5.574211782656E10, {"ct":0,"days":0}, true]
[352537536, 000430, 3.1656742576E9, 60日新高, 旅游酒店, 4.266666412353516, 8.25, 1.298987627029419, 7.82, 2022-12-07, 张家界, 13.759397506713867, 4448, 2.594197416E9, {"ct":0,"days":0}, true]
[355561216, 002127, 1.2053413664E10, 60日新高, 贸易行业, 1.8672200441360474, 5.3, 2.7736968994140625, 4.91, 2022-12-07, 南极电商, 3.614957094192505, 4449, 9.79399760727E9, {"ct":0,"days":0}, true]
[375284032, 600398, 2.35418597632E10, 60日新高, 纺织服装, 3.0245747566223145, 5.82, 1.9909693002700806, 5.45, 2022-12-07, 海澜之家, 1.5891342163085938, 4450, 2.354185967055E10, {"ct":0,"days":0}, true]
[378251872, 300146, 3.7152041293600006E10, 60日新高, 食品饮料, 0.6448640823364258, 26.05, 0.8872756958007812, 21.85, 2022-12-07, 汤臣倍健, 1.5364996194839478, 4451, 2.4678786018350002E10, {"ct":0,"days":0}, true]
[384108352, 002732, 3.392466E9, 近期多次涨停, 食品饮料, 0.0, 23.72, 1.8395799398422241, 21.56, 2022-12-07, 燕塘乳业, 11.627721786499023, 4452, 3.36486598756E9, {"ct":3,"days":5}, false]
[387801312, 300966, 3.61508672E9, 60日新高, 化学制药, 20.015308380126953, 31.36, 5.231186389923096, 31.36, 2022-12-07, 共同药业, 21.93730354309082, 4453, 1.852937744E9, {"ct":1,"days":1}, true]
[397043808, 600583, 2.710290462976E10, 60日新高, 采掘行业, 2.852349042892456, 6.56, 1.6145715713500977, 6.13, 2022-12-07, 海油工程, 1.470375418663025, 4454, 2.7102904924E10, {"ct":0,"days":0}, true]
[398258864, 601939, 1.39756135727104E12, 60日新高, 银行, -0.8865248560905457, 6.2, 0.9047834873199463, 5.59, 2022-12-07, 建设银行, 0.7377870678901672, 4455, 5.362854601754E10, {"ct":0,"days":0}, true]
[398367104, 600812, 1.1821382235519999E10, 60日新高, 化学制药, 6.491499423980713, 7.12, 3.3518919944763184, 6.89, 2022-12-07, 华北制药, 3.616459369659424, 4456, 1.123624458281E10, {"ct":0,"days":0}, true]
[400812944, 600755, 1.7871979946239998E10, 60日新高, 贸易行业, 2.138364791870117, 8.75, 1.3130539655685425, 8.12, 2022-12-07, 厦门国贸, 2.440990447998047, 4457, 1.6484073988759998E10, {"ct":0,"days":0}, true]
[415373248, 002435, 7.11926221824E9, 60日新高且近期多次涨停, 化学制药, 9.923664093017578, 5.76, 1.7764166593551636, 5.76, 2022-12-07, 长江健康, 6.0612664222717285, 4458, 6.926704974719999E9, {"ct":2,"days":3}, true]
[419743248, 601021, 5.7499527488E10, 60日新高, 航空机场, 1.8723994493484497, 63.45, 1.0672842264175415, 58.76, 2022-12-07, 春秋航空, 0.7781693339347839, 4459, 5.385134901588E10, {"ct":0,"days":0}, true]
[424238064, 600298, 4.171050624E10, 60日新高, 食品饮料, 1.8243530988693237, 51.85, 0.9673827886581421, 48.0, 2022-12-07, 安琪酵母, 1.0781880617141724, 4460, 3.9555885264E10, {"ct":0,"days":0}, true]
[425325088, 002243, 1.146442200128E10, 60日新高, 美容护理, 9.988385200500488, 9.47, 2.7482411861419678, 9.47, 2022-12-07, 力合科创, 6.842810153961182, 4461, 6.323507932900001E9, {"ct":1,"days":1}, true]
[431554144, 002388, 4.77769322864E9, 60日新高, 电子元件, 1.8398268222808838, 10.16, 1.7952418327331543, 9.41, 2022-12-07, 新亚制程, 9.569037437438965, 4462, 4.5479064488E9, {"ct":1,"days":2}, true]
[431734288, 603866, 2.2529378102399998E10, 60日新高, 食品饮料, 2.8606207370758057, 18.07, 1.5812220573425293, 16.9, 2022-12-07, 桃李面包, 1.9442752599716187, 4463, 2.2529378102399998E10, {"ct":0,"days":0}, true]
[448496832, 000989, 8.610776680960001E9, 60日新高, 中药, 6.006322383880615, 10.44, 2.5042898654937744, 10.06, 2022-12-07, 九 芝 堂, 6.9342522621154785, 4464, 6.61938496318E9, {"ct":0,"days":0}, true]
[448560672, 002043, 8.39306168736E9, 60日新高, 装修建材, 3.3301618099212646, 11.56, 0.849265992641449, 10.86, 2022-12-07, 兔 宝 宝, 6.065877437591553, 4465, 7.52990383746E9, {"ct":0,"days":0}, true]
[451259792, 002163, 9.99585162576E9, 60日新高, 玻璃玻纤, 0.852514922618866, 12.9, 2.7268636226654053, 11.83, 2022-12-07, 海南发展, 4.642115116119385, 4466, 9.5059965E9, {"ct":0,"days":0}, true]
[460428560, 000720, 7.479975568E9, 60日新高, 电网设备, 1.0452961921691895, 6.31, 5.723501205444336, 5.8, 2022-12-07, 新能泰山, 6.117506504058838, 4467, 7.479975579599999E9, {"ct":1,"days":2}, true]
[461423600, 002796, 2.7438809247599998E9, 近期多次涨停, 专用设备, 10.020242691040039, 10.87, 1.857072353363037, 10.87, 2022-12-07, 世嘉科技, 19.055936813354492, 4468, 2.52005496121E9, {"ct":2,"days":4}, false]
[463042528, 601328, 3.52747961344E11, 60日新高, 银行, -0.21008405089378357, 5.24, 1.0034480094909668, 4.75, 2022-12-07, 交通银行, 0.24782364070415497, 4469, 1.8644160407125E11, {"ct":0,"days":0}, true]
[465029776, 600704, 2.597436032E10, 60日新高, 物流行业, 0.20040079951286316, 5.49, 1.1824573278427124, 5.0, 2022-12-07, 物产中大, 1.8294624090194702, 4470, 2.53109102E10, {"ct":0,"days":0}, true]
[471074752, 001219, 2.9143725E9, 60日新高且近期多次涨停, 食品饮料, 10.01742172241211, 25.26, 1.3772157430648804, 25.26, 2022-12-07, 青岛食品, 33.803955078125, 4471, 1.4663362303200002E9, {"ct":2,"days":4}, true]
[474372304, 002601, 4.536495711072E10, 60日新高, 化学原料, -1.1458333730697632, 21.12, 0.9991037249565125, 18.98, 2022-12-07, 龙佰集团, 1.501055359840393, 4472, 3.1292603335760002E10, {"ct":0,"days":0}, true]
[477636176, 601858, 9.731055E9, 近期多次涨停, 文化传媒, 1.9884010553359985, 13.28, 0.6472355723381042, 12.31, 2022-12-07, 中国科传, 4.932404041290283, 4473, 9.731055E9, {"ct":7,"days":12}, false]
[479096528, 601988, 9.2437766004736E11, 60日新高, 银行, -0.3174603283405304, 3.47, 0.9143674373626709, 3.14, 2022-12-07, 中国银行, 0.07197796553373337, 4474, 6.618037166164401E11, {"ct":0,"days":0}, true]
[484274064, 300573, 1.195405051918E10, 60日新高, 化学制药, 4.887334823608398, 154.44, 1.2232943773269653, 134.99, 2022-12-07, 兴齐眼药, 5.3402204513549805, 4475, 9.1833143541E9, {"ct":0,"days":0}, true]
[484792336, 000538, 1.0506255294768E11, 60日新高, 中药, 1.246753215789795, 63.53, 1.3857234716415405, 58.47, 2022-12-07, 云南白药, 0.9830323457717896, 4476, 4.963547061393E10, {"ct":0,"days":0}, true]
[485861568, 300013, 2.546116584E9, 60日新高, 物流行业, 3.2608695030212402, 6.62, 1.8517950773239136, 5.7, 2022-12-07, 新宁物流, 18.906692504882812, 4477, 2.5422690555E9, {"ct":0,"days":0}, true]
[495199872, 002362, 4.46618638242E9, 近期多次涨停, 软件开发, 9.993979454040527, 18.27, 1.5866762399673462, 18.27, 2022-12-07, 汉王科技, 13.246286392211914, 4478, 3.78003186792E9, {"ct":2,"days":3}, false]
[515537520, 603555, 6.4588870296E9, 60日新高, 纺织服装, 1.7326732873916626, 4.44, 6.181320667266846, 4.11, 2022-12-07, 贵人鸟, 7.914376258850098, 4479, 6.45888702138E9, {"ct":1,"days":2}, true]
[516697168, 002222, 7.2504E9, 60日新高, 光学光电, 6.199123382568359, 17.57, 4.051324367523193, 16.96, 2022-12-07, 福晶科技, 7.128092288970947, 4480, 7.218048257280001E9, {"ct":0,"days":0}, true]
[534520416, 000068, 4.60048862704E9, 60日新高, 环保行业, 5.542725563049316, 4.76, 3.4980602264404297, 4.57, 2022-12-07, 华控赛格, 11.44568157196045, 4481, 4.6004885904800005E9, {"ct":0,"days":0}, true]
[539156384, 000615, 5.546380272E9, 60日新高, 美容护理, 6.766917705535889, 7.32, 2.986538887023926, 7.1, 2022-12-07, 奥园美谷, 10.057377815246582, 4482, 5.5361534107E9, {"ct":0,"days":0}, true]
[541308352, 000705, 3.4013749904E9, 60日新高, 医药商业, 10.054054260253906, 10.18, 3.1614696979522705, 10.18, 2022-12-07, 浙江震元, 19.3245792388916, 4483, 2.86925337018E9, {"ct":1,"days":1}, true]
[546143424, 600115, 1.0682933148672E11, 60日新高, 航空机场, 3.663003921508789, 6.01, 1.507588267326355, 5.66, 2022-12-07, 中国东航, 0.8686829805374146, 4484, 6.340745987116E10, {"ct":0,"days":0}, true]
[555010384, 601116, 6.221626624E9, 60日新高, 商业百货, 3.555150270462036, 12.07, 4.206335544586182, 11.36, 2022-12-07, 三江购物, 8.616714477539062, 4485, 6.221626624E9, {"ct":1,"days":2}, true]
[557333872, 600602, 1.1283306012E10, 60日新高, 软件开发, 1.6009852886199951, 8.93, 1.0342572927474976, 8.25, 2022-12-07, 云赛智联, 6.258270740509033, 4486, 8.8629996675E9, {"ct":0,"days":0}, true]
[560802864, 300194, 5.1157632512E9, 60日新高, 化学制药, 13.456463813781738, 4.55, 7.339818000793457, 4.3, 2022-12-07, 福安药业, 13.971647262573242, 4487, 4.1543313037E9, {"ct":0,"days":0}, true]
[561460864, 300890, 5.2409919726E9, 60日新高, 电池, -3.0714001655578613, 60.17, 1.464331865310669, 48.6, 2022-12-07, 翔丰华, 14.17866039276123, 4488, 3.8849438862000003E9, {"ct":0,"days":0}, true]
[568100448, 002235, 3.2166261984E9, 近期多次涨停, 文化传媒, 1.2773722410202026, 6.03, 1.6421650648117065, 5.55, 2022-12-07, 安妮股份, 18.962387084960938, 4489, 3.0427150780499997E9, {"ct":2,"days":4}, false]
[568704096, 600225, 1.664760451584E10, 60日新高且近期多次涨停, 软件开发, 3.609341859817505, 5.18, 1.2974319458007812, 4.88, 2022-12-07, 卓朗科技, 3.6774420738220215, 4490, 1.6635068025199999E10, {"ct":2,"days":4}, true]
[571467600, 603068, 4.924162893299999E9, 60日新高, 半导体, 3.2677664756774902, 34.67, 4.66837739944458, 32.55, 2022-12-07, 博通集成, 11.703113555908203, 4491, 4.896332643299999E9, {"ct":1,"days":2}, true]
[595478976, 000978, 4.3114773E9, 60日新高, 旅游酒店, 10.035842895507812, 9.21, 1.3243924379348755, 9.21, 2022-12-07, 桂林旅游, 18.759450912475586, 4492, 3.3160782292500005E9, {"ct":1,"days":1}, true]
[596764016, 300485, 6.820396224E9, 60日新高, 生物制品, 10.023309707641602, 15.44, 3.7843222618103027, 14.16, 2022-12-07, 赛升药业, 16.0572509765625, 4493, 3.82680629712E9, {"ct":0,"days":0}, true]
[603899488, 002033, 6.47300049312E9, 60日新高, 旅游酒店, 3.062117338180542, 12.57, 1.1156322956085205, 11.78, 2022-12-07, 丽江股份, 9.46459674835205, 4494, 6.472876532179999E9, {"ct":0,"days":0}, true]
[610313840, 605199, 8.6823599184E9, 60日新高, 中药, 7.372588157653809, 22.23, 1.6530579328536987, 21.7, 2022-12-07, 葫芦娃, 32.473384857177734, 4495, 2.0254943183999999E9, {"ct":0,"days":0}, true]
[625810832, 300123, 6.74105015904E9, 60日新高, 船舶制造, 1.3636363744735718, 7.92, 3.303579568862915, 6.69, 2022-12-07, 亚光科技, 9.395575523376465, 4496, 6.60755741067E9, {"ct":0,"days":0}, true]
[636753616, 002059, 8.07922983168E9, 60日新高, 旅游酒店, 4.587155818939209, 8.39, 1.8926429748535156, 7.98, 2022-12-07, 云南旅游, 11.192679405212402, 4497, 5.8317247564800005E9, {"ct":0,"days":0}, true]
[637339616, 000666, 7.0201761E9, 近期多次涨停, 多元金融, -6.208843231201172, 11.69, 0.9746670126914978, 9.97, 2022-12-07, 经纬纺机, 21.76960563659668, 4498, 2.92616769217E9, {"ct":3,"days":6}, false]
[657957152, 000505, 6.87694942176E9, 60日新高, 农牧饲渔, 5.580357074737549, 9.86, 2.858774423599243, 9.46, 2022-12-07, 京粮控股, 11.433212280273438, 4499, 5.872913343440001E9, {"ct":0,"days":0}, true]
[666088896, 000797, 5.95315850896E9, 近期多次涨停, 房地产开, -1.3020832538604736, 4.22, 0.7382197976112366, 3.79, 2022-12-07, 中国武夷, 11.189943313598633, 4500, 5.95114521927E9, {"ct":6,"days":10}, false]
[683492000, 300144, 3.867132496992E10, 60日新高, 旅游酒店, 0.680735170841217, 17.63, 1.053101658821106, 14.79, 2022-12-07, 宋城演艺, 2.018728256225586, 4501, 3.383488874814E10, {"ct":0,"days":0}, true]
[723759872, 300065, 1.300367070816E10, 60日新高, 通信设备, 2.6286964416503906, 21.91, 1.156768798828125, 18.74, 2022-12-07, 海兰信, 6.2963433265686035, 4502, 1.155711267996E10, {"ct":0,"days":0}, true]
[729904496, 002299, 3.3083834268800003E10, 60日新高, 农牧饲渔, 5.346534729003906, 27.78, 2.1238784790039062, 26.6, 2022-12-07, 圣农发展, 2.21563458442688, 4503, 3.27098942352E10, {"ct":0,"days":0}, true]
[737581040, 002550, 8.549064E9, 60日新高, 化学制药, 10.049423217773438, 6.68, 2.0029079914093018, 6.68, 2022-12-07, 千红制药, 12.16332721710205, 4504, 6.155714548719999E9, {"ct":1,"days":1}, true]
[749451808, 603029, 3.54197298E9, 近期多次涨停, 专用设备, 5.722564697265625, 30.37, 1.2724968194961548, 29.19, 2022-12-07, 天鹅股份, 21.30337142944336, 4505, 3.54197298E9, {"ct":13,"days":23}, false]
[789731568, 002599, 3.0964995072E9, 近期多次涨停, 包装材料, -9.85915470123291, 7.03, 3.21152400970459, 5.76, 2022-12-07, 盛通股份, 33.170799255371094, 4506, 2.28013194816E9, {"ct":2,"days":4}, false]
[804361232, 002234, 7.88301109872E9, 60日新高, 农牧饲渔, 9.980525970458984, 22.59, 2.6580052375793457, 22.59, 2022-12-07, 民和股份, 14.101346969604492, 4507, 5.78914808751E9, {"ct":1,"days":1}, true]
[805238464, 002667, 7.77580734E9, 60日新高, 专用设备, 10.013764381408691, 31.97, 2.711276054382324, 31.97, 2022-12-07, 鞍重股份, 11.159565925598145, 4508, 7.38272739825E9, {"ct":1,"days":1}, true]
[837757328, 301211, 7.9704E9, 60日新高, 化学制药, 19.978322982788086, 33.22, 1.4120676517486572, 33.21, 2022-12-07, 亨迪药业, 47.71919631958008, 4509, 1.93361634999E9, {"ct":0,"days":0}, true]
[845861328, 000958, 2.7832274286079998E10, 60日新高且近期多次涨停, 综合行业, -3.7243947982788086, 5.91, 7.397613525390625, 5.17, 2022-12-07, 电投产融, 14.479374885559082, 4510, 5.69768652442E9, {"ct":2,"days":3}, true]
[923392976, 002739, 3.1164974068800003E10, 60日新高, 文化传媒, 1.1315417289733887, 15.55, 1.1238065958023071, 14.3, 2022-12-07, 万达电影, 3.0651614665985107, 4511, 3.0141513287600002E10, {"ct":0,"days":0}, true]
[926876064, 002420, 3.63707E9, 近期多次涨停, 家电行业, 2.254791259765625, 9.76, 1.0965147018432617, 9.07, 2022-12-07, 毅昌科技, 27.58466148376465, 4512, 3.53590039923E9, {"ct":5,"days":8}, false]
[963075552, 603439, 8.25422208016E9, 60日新高且近期多次涨停, 中药, 10.021905899047852, 20.09, 1.4023154973983765, 20.09, 2022-12-07, 贵州三力, 30.85881233215332, 4513, 3.26027704184E9, {"ct":2,"days":4}, true]
[979648608, 002875, 4.88453034844E9, 60日新高且近期多次涨停, 纺织服装, 10.009578704833984, 22.97, 1.1117066144943237, 22.97, 2022-12-07, 安奈儿, 35.85125732421875, 4514, 2.8132799219E9, {"ct":10,"days":14}, true]
[1004625728, 600029, 1.3717513620992E11, 60日新高, 航空机场, 2.0215635299682617, 8.16, 1.8335222005844116, 7.57, 2022-12-07, 南方航空, 1.2968060970306396, 4515, 7.736454279591E10, {"ct":0,"days":0}, true]
[1015225280, 601456, 3.349987657744E10, 60日新高, 证券, 1.1111111640930176, 12.87, 0.6441648006439209, 11.83, 2022-12-07, 国联证券, 8.66594123840332, 4516, 1.169956613462E10, {"ct":0,"days":0}, true]
[1088063536, 300672, 1.700233068666E10, 60日新高, 半导体, 1.2357723712921143, 110.7, 0.8936976194381714, 93.39, 2022-12-07, 国科微, 6.631008148193359, 4517, 1.621676986842E10, {"ct":0,"days":0}, true]
[1106969008, 002531, 2.7109736202239998E10, 60日新高, 风电设备, 0.8718980550765991, 16.4, 2.662421703338623, 15.04, 2022-12-07, 天顺风能, 4.079202175140381, 4518, 2.67824239008E10, {"ct":0,"days":0}, true]
[1128037840, 001330, 1.64255019544E10, 60日新高, 文化传媒, 6.1278862953186035, 12.39, 2.2911860942840576, 11.95, 2022-12-07, 博纳影业, 34.54859161376953, 4519, 3.2851003741499996E9, {"ct":0,"days":0}, true]
[1128888672, 000006, 7.1684736624E9, 近期多次涨停, 房地产开, -6.017699241638184, 6.22, 0.773443877696991, 5.31, 2022-12-07, 深振业Ａ, 15.552899360656738, 4520, 7.168473694259999E9, {"ct":4,"days":8}, false]
[1134349840, 300253, 2.30880932E10, 60日新高, 软件开发, 2.478550910949707, 12.59, 1.752022624015808, 10.75, 2022-12-07, 卫宁健康, 5.726089954376221, 4521, 1.987231542075E10, {"ct":0,"days":0}, true]
[1149931968, 002850, 2.790508219317E10, 60日新高, 电池, 5.97187614440918, 123.6, 1.7207624912261963, 119.07, 2022-12-07, 科达利, 6.203455448150635, 4522, 1.864340501562E10, {"ct":0,"days":0}, true]
[1208360128, 600079, 3.8025944833439995E10, 60日新高, 化学制药, 5.62358283996582, 24.26, 1.91690993309021, 23.29, 2022-12-07, 人福医药, 3.627854585647583, 4523, 3.3942517937059998E10, {"ct":0,"days":0}, true]
[1235514464, 300568, 3.148221816576E10, 60日新高, 电池, 4.196693420410156, 28.31, 1.6983613967895508, 24.58, 2022-12-07, 星源材质, 4.940394401550293, 4524, 2.509346590098E10, {"ct":0,"days":0}, true]
[1294347344, 002150, 9.269443456E9, 60日新高且近期多次涨停, 通用设备, 4.923325538635254, 27.26, 1.3520324230194092, 26.0, 2022-12-07, 通润装备, 14.475944519042969, 4525, 9.233892928E9, {"ct":11,"days":12}, true]
[1319130784, 600152, 9.05460366E9, 近期多次涨停, 电子元件, -6.605306148529053, 20.32, 0.8688356876373291, 17.25, 2022-12-07, 维科技术, 15.307668685913086, 4526, 8.4636575415E9, {"ct":2,"days":4}, false]
[1345705232, 002027, 9.271892276736E10, 60日新高, 文化传媒, 0.0, 7.06, 0.8940975069999695, 6.42, 2022-12-07, 分众传媒, 1.4445066452026367, 4527, 9.271892224092E10, {"ct":0,"days":0}, true]
[1358400480, 300039, 8.24248E9, 60日新高, 中药, 17.08766746520996, 8.08, 2.911510705947876, 7.88, 2022-12-07, 上海凯宝, 19.66686248779297, 4528, 7.22247994772E9, {"ct":0,"days":0}, true]
[1368411664, 600332, 5.43014175296E10, 60日新高, 中药, 5.796642303466797, 34.73, 1.0808128118515015, 33.4, 2022-12-07, 白云山, 2.999927520751953, 4529, 4.69567576966E10, {"ct":0,"days":0}, true]
[1374182320, 002528, 9.45754644432E9, 60日新高且近期多次涨停, 软件开发, 10.041841506958008, 7.89, 1.6160733699798584, 7.89, 2022-12-07, 英飞拓, 16.93545150756836, 4530, 8.256405690389999E9, {"ct":5,"days":5}, true]
[1384939168, 000736, 1.2698619288960001E10, 近期多次涨停, 房地产开, -5.68181848526001, 21.3, 0.994935154914856, 18.26, 2022-12-07, 中交地产, 10.858525276184082, 4531, 1.2698619161140001E10, {"ct":6,"days":10}, false]
