timing,price,avgPrice,tradingVolume,ratio,tradingAmount
[1008, 0.91, 0.86, 46180, 30.0, 39714]
[1009, 0.92, 0.86, 24760, 31.43, 21293]
[1010, 0.91, 0.86, 13940, 30.0, 11988]
[1011, 0.9, 0.86, 9820, 28.57, 8445]
[1012, 0.9, 0.87, 21420, 28.57, 18635]
[1013, 0.89, 0.87, 14680, 27.14, 12771]
[1014, 0.88, 0.87, 19060, 25.71, 16582]
[1015, 0.88, 0.87, 30540, 25.71, 26569]
[1016, 0.87, 0.87, 9240, 24.29, 8038]
[1017, 0.87, 0.87, 7540, 24.29, 6559]
[1018, 0.86, 0.87, 16760, 22.86, 14581]
[1019, 0.87, 0.87, 18740, 24.29, 16303]
[1020, 0.86, 0.87, 5380, 22.86, 4680]
[1021, 0.87, 0.87, 9780, 24.29, 8508]
[1022, 0.88, 0.87, 2380, 25.71, 2070]
[1023, 0.87, 0.87, 9900, 24.29, 8613]
[1024, 0.87, 0.87, 4100, 24.29, 3567]
[1025, 0.88, 0.87, 6860, 25.71, 5968]
[1026, 0.87, 0.87, 6220, 24.29, 5411]
[1027, 0.86, 0.87, 11180, 22.86, 9726]
[1028, 0.86, 0.87, 13320, 22.86, 11588]
[1029, 0.86, 0.87, 5800, 22.86, 5046]
[1030, 0.86, 0.87, 11820, 22.86, 10283]
[1031, 0.86, 0.87, 7100, 22.86, 6177]
[1032, 0.86, 0.87, 1840, 22.86, 1600]
[1033, 0.84, 0.87, 14640, 20.0, 12736]
[1034, 0.85, 0.87, 9580, 21.43, 8334]
[1035, 0.84, 0.87, 7780, 20.0, 6768]
[1036, 0.85, 0.87, 13600, 21.43, 11832]
[1037, 0.85, 0.87, 10520, 21.43, 9152]
[1038, 0.86, 0.87, 7100, 22.86, 6177]
[1039, 0.86, 0.87, 2080, 22.86, 1809]
[1040, 0.85, 0.87, 2460, 21.43, 2140]
[1041, 0.84, 0.87, 7220, 20.0, 6281]
[1042, 0.84, 0.87, 2960, 20.0, 2575]
[1043, 0.85, 0.87, 6640, 21.43, 5776]
[1044, 0.83, 0.86, 8100, 18.57, 6966]
[1045, 0.82, 0.86, 16760, 17.14, 14413]
[1046, 0.82, 0.86, 14760, 17.14, 12693]
[1047, 0.82, 0.86, 9380, 17.14, 8066]
[1048, 0.82, 0.86, 21920, 17.14, 18851]
[1049, 0.83, 0.86, 6620, 18.57, 5693]
[1050, 0.84, 0.86, 5580, 20.0, 4798]
[1051, 0.84, 0.86, 2080, 20.0, 1788]
[1052, 0.83, 0.86, 12220, 18.57, 10509]
[1053, 0.84, 0.86, 2840, 20.0, 2442]
[1054, 0.85, 0.86, 10480, 21.43, 9012]
[1055, 0.85, 0.86, 9860, 21.43, 8479]
[1056, 0.85, 0.86, 2420, 21.43, 2081]
[1057, 0.85, 0.86, 1780, 21.43, 1530]
[1058, 0.85, 0.86, 340, 21.43, 292]
[1059, 0.85, 0.86, 4460, 21.43, 3835]
[1100, 0.85, 0.86, 340, 21.43, 292]
[1101, 0.85, 0.86, 6800, 21.43, 5848]
[1102, 0.85, 0.86, 21640, 21.43, 18610]
[1103, 0.85, 0.86, 40, 21.43, 34]
[1104, 0.85, 0.86, 2620, 21.43, 2253]
[1105, 0.85, 0.86, 0, 21.43, 0]
[1106, 0.86, 0.86, 10100, 22.86, 8686]
[1107, 0.86, 0.86, 2460, 22.86, 2115]
[1108, 0.87, 0.86, 8040, 24.29, 6914]
[1109, 0.87, 0.86, 14240, 24.29, 12246]
[1110, 0.86, 0.86, 4660, 22.86, 4007]
[1111, 0.87, 0.86, 280, 24.29, 240]
[1112, 0.86, 0.86, 220, 22.86, 189]
[1113, 0.86, 0.86, 4780, 22.86, 4110]
[1114, 0.87, 0.86, 13460, 24.29, 11575]
[1115, 0.87, 0.86, 1020, 24.29, 877]
[1116, 0.86, 0.86, 2000, 22.86, 1720]
[1117, 0.86, 0.86, 7340, 22.86, 6312]
[1118, 0.85, 0.86, 10360, 21.43, 8909]
[1119, 0.85, 0.86, 1180, 21.43, 1014]
[1120, 0.85, 0.86, 6060, 21.43, 5211]
[1121, 0.85, 0.86, 500, 21.43, 430]
[1122, 0.84, 0.86, 1180, 20.0, 1014]
[1123, 0.84, 0.86, 1140, 20.0, 980]
[1124, 0.84, 0.86, 8300, 20.0, 7138]
[1125, 0.84, 0.86, 1780, 20.0, 1530]
[1126, 0.83, 0.86, 20, 18.57, 17]
[1127, 0.84, 0.86, 5440, 20.0, 4678]
[1128, 0.84, 0.86, 420, 20.0, 361]
[1129, 0.84, 0.86, 3720, 20.0, 3199]
[1130, 0.84, 0.86, 1700, 20.0, 1462]
[1131, 0.84, 0.86, 560, 20.0, 481]
[1132, 0.84, 0.86, 900, 20.0, 774]
[1133, 0.84, 0.86, 1740, 20.0, 1496]
[1134, 0.84, 0.86, 2360, 20.0, 2029]
[1135, 0.84, 0.86, 1020, 20.0, 877]
[1136, 0.84, 0.86, 0, 20.0, 0]
[1137, 0.84, 0.86, 0, 20.0, 0]
[1138, 0.84, 0.86, 5060, 20.0, 4351]
[1139, 0.84, 0.86, 3980, 20.0, 3422]
[1140, 0.83, 0.86, 400, 18.57, 344]
[1141, 0.84, 0.86, 1000, 20.0, 860]
[1142, 0.84, 0.86, 600, 20.0, 516]
[1143, 0.84, 0.86, 2260, 20.0, 1943]
[1144, 0.84, 0.86, 440, 20.0, 378]
[1145, 0.84, 0.86, 1870, 20.0, 1608]
[1146, 0.84, 0.86, 0, 20.0, 0]
[1147, 0.84, 0.86, 0, 20.0, 0]
[1148, 0.84, 0.86, 2440, 20.0, 2098]
[1149, 0.83, 0.86, 2160, 18.57, 1857]
[1150, 0.84, 0.86, 3780, 20.0, 3250]
[1151, 0.83, 0.86, 1020, 18.57, 877]
[1152, 0.83, 0.86, 1560, 18.57, 1341]
[1153, 0.84, 0.86, 1300, 20.0, 1118]
[1154, 0.83, 0.86, 1340, 18.57, 1152]
[1155, 0.84, 0.86, 6380, 20.0, 5486]
[1156, 0.84, 0.86, 500, 20.0, 430]
[1157, 0.84, 0.86, 140, 20.0, 120]
[1158, 0.85, 0.86, 1240, 21.43, 1066]
[1159, 0.85, 0.86, 620, 21.43, 533]
[1200, 0.85, 0.86, 1540, 21.43, 1324]
[1301, 0.83, 0.86, 3680, 18.57, 3164]
[1302, 0.84, 0.86, 280, 20.0, 240]
[1303, 0.84, 0.86, 2000, 20.0, 1720]
[1304, 0.83, 0.86, 320, 18.57, 275]
[1305, 0.83, 0.86, 2460, 18.57, 2115]
[1306, 0.83, 0.86, 2780, 18.57, 2390]
[1307, 0.84, 0.86, 5200, 20.0, 4472]
[1308, 0.84, 0.86, 800, 20.0, 688]
[1309, 0.83, 0.86, 280, 18.57, 240]
[1310, 0.83, 0.86, 1540, 18.57, 1324]
[1311, 0.83, 0.86, 1600, 18.57, 1376]
[1312, 0.84, 0.86, 100, 20.0, 86]
[1313, 0.84, 0.86, 400, 20.0, 344]
[1314, 0.83, 0.86, 2740, 18.57, 2356]
[1315, 0.83, 0.86, 20980, 18.57, 18042]
[1316, 0.83, 0.86, 3540, 18.57, 3044]
[1317, 0.82, 0.86, 11800, 17.14, 10148]
[1318, 0.81, 0.86, 4220, 15.71, 3629]
[1319, 0.8, 0.86, 28180, 14.29, 24234]
[1320, 0.79, 0.86, 27320, 12.86, 23495]
[1321, 0.8, 0.86, 23160, 14.29, 19917]
[1322, 0.8, 0.86, 4840, 14.29, 4162]
[1323, 0.81, 0.86, 7200, 15.71, 6192]
[1324, 0.81, 0.86, 420, 15.71, 361]
[1325, 0.82, 0.86, 1680, 17.14, 1444]
[1326, 0.82, 0.85, 9080, 17.14, 7718]
[1327, 0.81, 0.85, 1780, 15.71, 1513]
[1328, 0.81, 0.85, 5620, 15.71, 4777]
[1329, 0.81, 0.85, 6180, 15.71, 5253]
[1330, 0.81, 0.85, 2120, 15.71, 1802]
[1331, 0.81, 0.85, 1860, 15.71, 1581]
[1332, 0.8, 0.85, 5720, 14.29, 4862]
[1333, 0.8, 0.85, 14460, 14.29, 12291]
[1334, 0.8, 0.85, 3940, 14.29, 3349]
[1335, 0.79, 0.85, 9660, 12.86, 8211]
[1336, 0.8, 0.85, 1280, 14.29, 1088]
[1337, 0.8, 0.85, 4940, 14.29, 4199]
[1338, 0.8, 0.85, 6980, 14.29, 5933]
[1339, 0.8, 0.85, 300, 14.29, 255]
[1340, 0.8, 0.85, 2060, 14.29, 1751]
[1341, 0.8, 0.85, 2480, 14.29, 2108]
[1342, 0.8, 0.85, 1120, 14.29, 952]
[1343, 0.8, 0.85, 240, 14.29, 204]
[1344, 0.79, 0.85, 2000, 12.86, 1700]
[1345, 0.79, 0.85, 320, 12.86, 272]
[1346, 0.79, 0.85, 680, 12.86, 578]
[1347, 0.8, 0.85, 440, 14.29, 374]
[1348, 0.79, 0.85, 240, 12.86, 204]
[1349, 0.79, 0.85, 7300, 12.86, 6205]
[1350, 0.79, 0.85, 0, 12.86, 0]
[1351, 0.79, 0.85, 3700, 12.86, 3145]
[1352, 0.78, 0.85, 880, 11.43, 748]
[1353, 0.79, 0.85, 300, 12.86, 255]
[1354, 0.79, 0.85, 1640, 12.86, 1394]
[1355, 0.79, 0.85, 11480, 12.86, 9758]
[1356, 0.79, 0.85, 1480, 12.86, 1258]
[1357, 0.8, 0.85, 5580, 14.29, 4743]
[1358, 0.79, 0.85, 2500, 12.86, 2125]
[1359, 0.79, 0.85, 2800, 12.86, 2380]
[1400, 0.79, 0.85, 6880, 12.86, 5848]
[1401, 0.79, 0.85, 3560, 12.86, 3026]
[1402, 0.78, 0.85, 9980, 11.43, 8483]
[1403, 0.78, 0.85, 1400, 11.43, 1190]
[1404, 0.77, 0.85, 5500, 10.0, 4675]
[1405, 0.78, 0.85, 14720, 11.43, 12512]
[1406, 0.77, 0.85, 12880, 10.0, 10948]
[1407, 0.77, 0.85, 12340, 10.0, 10489]
[1408, 0.78, 0.85, 7060, 11.43, 6001]
[1409, 0.78, 0.85, 13380, 11.43, 11373]
[1410, 0.78, 0.85, 1260, 11.43, 1071]
[1411, 0.79, 0.85, 4160, 12.86, 3536]
[1412, 0.79, 0.85, 3820, 12.86, 3247]
[1413, 0.8, 0.85, 6140, 14.29, 5219]
[1414, 0.8, 0.85, 3840, 14.29, 3264]
[1415, 0.79, 0.85, 920, 12.86, 782]
[1416, 0.78, 0.85, 13440, 11.43, 11424]
[1417, 0.78, 0.85, 3400, 11.43, 2890]
[1418, 0.78, 0.85, 8000, 11.43, 6800]
[1419, 0.78, 0.85, 100, 11.43, 85]
[1420, 0.78, 0.84, 12360, 11.43, 10382]
[1421, 0.77, 0.84, 1340, 10.0, 1125]
[1422, 0.77, 0.84, 1880, 10.0, 1579]
[1423, 0.78, 0.84, 920, 11.43, 772]
[1424, 0.77, 0.84, 2020, 10.0, 1696]
[1425, 0.77, 0.84, 1420, 10.0, 1192]
[1426, 0.78, 0.84, 60, 11.43, 50]
[1427, 0.77, 0.84, 5440, 10.0, 4569]
[1428, 0.78, 0.84, 0, 11.43, 0]
[1429, 0.79, 0.84, 3140, 12.86, 2637]
[1430, 0.8, 0.84, 21100, 14.29, 17724]
[1431, 0.8, 0.84, 3460, 14.29, 2906]
[1432, 0.8, 0.84, 1320, 14.29, 1108]
[1433, 0.8, 0.84, 0, 14.29, 0]
[1434, 0.8, 0.84, 840, 14.29, 705]
[1435, 0.8, 0.84, 20, 14.29, 16]
[1436, 0.8, 0.84, 320, 14.29, 268]
[1437, 0.8, 0.84, 20, 14.29, 16]
[1438, 0.8, 0.84, 0, 14.29, 0]
[1439, 0.8, 0.84, 680, 14.29, 571]
[1440, 0.8, 0.84, 2860, 14.29, 2402]
[1441, 0.79, 0.84, 5780, 12.86, 4855]
[1442, 0.79, 0.84, 500, 12.86, 420]
[1443, 0.79, 0.84, 3000, 12.86, 2520]
[1444, 0.79, 0.84, 0, 12.86, 0]
[1445, 0.8, 0.84, 540, 14.29, 453]
[1446, 0.8, 0.84, 2240, 14.29, 1881]
[1447, 0.8, 0.84, 0, 14.29, 0]
[1448, 0.8, 0.84, 280, 14.29, 235]
[1449, 0.8, 0.84, 620, 14.29, 520]
[1450, 0.8, 0.84, 20, 14.29, 16]
[1451, 0.79, 0.84, 1240, 12.86, 1041]
[1452, 0.79, 0.84, 0, 12.86, 0]
[1453, 0.79, 0.84, 0, 12.86, 0]
[1454, 0.79, 0.84, 40, 12.86, 33]
[1455, 0.79, 0.84, 1000, 12.86, 840]
[1456, 0.79, 0.84, 1720, 12.86, 1444]
[1457, 0.79, 0.84, 0, 12.86, 0]
[1458, 0.79, 0.84, 200, 12.86, 168]
[1459, 0.79, 0.84, 800, 12.86, 672]
[1500, 0.79, 0.84, 20, 12.86, 16]
[1501, 0.79, 0.84, 700, 12.86, 588]
[1502, 0.78, 0.84, 1340, 11.43, 1125]
[1503, 0.78, 0.84, 5320, 11.43, 4468]
[1504, 0.78, 0.84, 2440, 11.43, 2049]
[1505, 0.79, 0.84, 1120, 12.86, 940]
[1506, 0.79, 0.84, 1940, 12.86, 1629]
[1507, 0.78, 0.84, 2260, 11.43, 1898]
[1508, 0.79, 0.84, 5280, 12.86, 4435]
[1509, 0.79, 0.84, 0, 12.86, 0]
[1510, 0.79, 0.84, 1180, 12.86, 991]
[1511, 0.79, 0.84, 80, 12.86, 67]
[1512, 0.79, 0.84, 100, 12.86, 84]
[1513, 0.79, 0.84, 140, 12.86, 117]
[1514, 0.78, 0.84, 20, 11.43, 16]
[1515, 0.78, 0.84, 120, 11.43, 100]
[1516, 0.78, 0.84, 300, 11.43, 252]
[1517, 0.78, 0.84, 560, 11.43, 470]
[1518, 0.78, 0.84, 540, 11.43, 453]
[1519, 0.78, 0.84, 9720, 11.43, 8164]
[1520, 0.78, 0.84, 260, 11.43, 218]
[1521, 0.78, 0.84, 7540, 11.43, 6333]
[1522, 0.77, 0.84, 4140, 10.0, 3477]
[1523, 0.78, 0.84, 1420, 11.43, 1192]
[1524, 0.77, 0.84, 6080, 10.0, 5107]
[1525, 0.76, 0.84, 1700, 8.57, 1428]
[1526, 0.76, 0.84, 1580, 8.57, 1327]
[1527, 0.76, 0.84, 400, 8.57, 336]
[1528, 0.76, 0.84, 180, 8.57, 151]
[1529, 0.76, 0.84, 640, 8.57, 537]
[1530, 0.77, 0.84, 5940, 10.0, 4989]
[1531, 0.77, 0.84, 860, 10.0, 722]
[1532, 0.78, 0.84, 3160, 11.43, 2654]
[1533, 0.77, 0.84, 120, 10.0, 100]
[1534, 0.77, 0.84, 420, 10.0, 352]
[1535, 0.78, 0.84, 5120, 11.43, 4300]
[1536, 0.78, 0.84, 1000, 11.43, 840]
[1537, 0.79, 0.84, 2260, 12.86, 1898]
[1538, 0.78, 0.84, 2760, 11.43, 2318]
[1539, 0.78, 0.84, 260, 11.43, 218]
[1540, 0.78, 0.84, 80, 11.43, 67]
[1541, 0.78, 0.84, 120, 11.43, 100]
[1542, 0.78, 0.84, 20, 11.43, 16]
[1543, 0.79, 0.84, 220, 12.86, 184]
[1544, 0.78, 0.84, 1820, 11.43, 1528]
[1545, 0.78, 0.84, 520, 11.43, 436]
[1546, 0.78, 0.84, 920, 11.43, 772]
[1547, 0.79, 0.84, 60, 12.86, 50]
[1548, 0.79, 0.84, 2460, 12.86, 2066]
[1549, 0.78, 0.84, 480, 11.43, 403]
[1550, 0.78, 0.84, 640, 11.43, 537]
[1551, 0.78, 0.84, 3760, 11.43, 3158]
[1552, 0.78, 0.84, 4060, 11.43, 3410]
[1553, 0.78, 0.84, 540, 11.43, 453]
[1554, 0.77, 0.84, 660, 10.0, 554]
[1555, 0.77, 0.84, 760, 10.0, 638]
[1556, 0.77, 0.84, 2580, 10.0, 2167]
[1557, 0.77, 0.84, 7380, 10.0, 6199]
[1558, 0.77, 0.84, 3240, 10.0, 2721]
[1559, 0.78, 0.84, 2420, 11.43, 2032]
[1600, 0.77, 0.84, 11120, 10.0, 9340]
